# DEBW009 Heidelberg:  1-Stunden Mittelwert für Stickstoffdioxid [µg/m³]
5.2.16;1:00;41
5.2.16;2:00;23
5.2.16;3:00;18
5.2.16;4:00;21
5.2.16;5:00;17
5.2.16;6:00;28
5.2.16;7:00;34
5.2.16;8:00;37
5.2.16;9:00;45
5.2.16;10:00;47
5.2.16;11:00;42
5.2.16;12:00;38
5.2.16;13:00;35
5.2.16;14:00;40
5.2.16;15:00;32
5.2.16;16:00;36
5.2.16;17:00;43
5.2.16;18:00;47
5.2.16;19:00;45
5.2.16;20:00;41
5.2.16;21:00;46
5.2.16;22:00;36
5.2.16;23:00;34
5.2.16;24:00;33
