timestamp,no
2016-01-22 00:00:13,"0,2"
2016-01-22 00:00:35,"0,3"
2016-01-22 00:00:57,"1,1"
2016-01-22 00:01:20,"9,8"
2016-01-22 00:01:42,"0,4"
2016-01-22 00:02:04,"0,7"
2016-01-22 00:02:26,"0,3"
2016-01-22 00:02:48,"0,5"
2016-01-22 00:03:11,"0,4"
2016-01-22 00:03:34,"0,9"
2016-01-22 00:03:56,"1,1"
2016-01-22 00:04:18,"0,1"
2016-01-22 00:04:40,"0,2"
2016-01-22 00:05:03,"0,2"
2016-01-22 00:05:25,"0,3"
2016-01-22 00:05:47,"0,6"
2016-01-22 00:06:09,"1,3"
2016-01-22 00:06:32,"1,5"
2016-01-22 00:06:54,"0,6"
2016-01-22 00:07:17,"0,6"
2016-01-22 00:07:40,1
2016-01-22 00:08:02,"0,4"
2016-01-22 00:08:24,"0,1"
2016-01-22 00:08:46,"0,3"
2016-01-22 00:09:08,"0,3"
2016-01-22 00:09:31,"0,2"
2016-01-22 00:09:53,"0,2"
2016-01-22 00:10:15,"0,1"
2016-01-22 00:10:37,"0,1"
2016-01-22 00:11:00,"0,1"
2016-01-22 00:11:22,"0,1"
2016-01-22 00:11:44,"0,2"
2016-01-22 00:12:07,0
2016-01-22 00:12:29,"0,3"
2016-01-22 00:12:51,"0,1"
2016-01-22 00:13:13,"0,1"
2016-01-22 00:13:36,"0,2"
2016-01-22 00:13:58,0
2016-01-22 00:14:20,"0,1"
2016-01-22 00:14:43,"0,1"
2016-01-22 00:15:05,"0,1"
2016-01-22 00:15:27,"0,1"
2016-01-22 00:15:50,"0,2"
2016-01-22 00:16:12,"0,2"
2016-01-22 00:16:34,"0,6"
2016-01-22 00:16:56,"0,3"
2016-01-22 00:17:18,"0,1"
2016-01-22 00:17:41,"0,2"
2016-01-22 00:18:03,"0,2"
2016-01-22 00:18:26,"0,1"
2016-01-22 00:18:48,0
2016-01-22 00:19:10,"0,1"
2016-01-22 00:19:32,"0,2"
2016-01-22 00:19:55,"0,3"
2016-01-22 00:20:17,"0,2"
2016-01-22 00:20:39,0
2016-01-22 00:21:01,"0,2"
2016-01-22 00:21:23,"0,1"
2016-01-22 00:21:46,"0,1"
2016-01-22 00:22:08,"0,2"
2016-01-22 00:22:31,"0,5"
2016-01-22 00:22:53,"0,7"
2016-01-22 00:23:16,"0,3"
2016-01-22 00:23:38,"0,6"
2016-01-22 00:24:01,"0,2"
2016-01-22 00:24:23,"0,4"
2016-01-22 00:24:45,0
2016-01-22 00:25:07,"0,2"
2016-01-22 00:25:29,"0,1"
2016-01-22 00:25:52,"0,1"
2016-01-22 00:26:14,"0,1"
2016-01-22 00:26:37,"0,1"
2016-01-22 00:26:59,"0,2"
2016-01-22 00:27:21,"0,3"
2016-01-22 00:27:43,"0,2"
2016-01-22 00:28:05,"0,2"
2016-01-22 00:28:28,"0,2"
2016-01-22 00:28:50,"0,1"
2016-01-22 00:29:12,"0,1"
2016-01-22 00:29:34,"0,1"
2016-01-22 00:29:57,"1,8"
2016-01-22 00:30:19,"0,8"
2016-01-22 00:30:42,"0,2"
2016-01-22 00:31:04,"0,5"
2016-01-22 00:31:26,"0,8"
2016-01-22 00:31:49,"2,8"
2016-01-22 00:32:11,"0,5"
2016-01-22 00:32:33,"0,7"
2016-01-22 00:32:55,"0,6"
2016-01-22 00:33:18,"0,3"
2016-01-22 00:33:40,"0,4"
2016-01-22 00:34:03,"0,4"
2016-01-22 00:34:25,"0,2"
2016-01-22 00:34:47,"0,1"
2016-01-22 00:35:09,"0,1"
2016-01-22 00:35:31,"0,3"
2016-01-22 00:35:53,"0,4"
2016-01-22 00:36:16,"0,3"
2016-01-22 00:36:38,"0,1"
2016-01-22 00:37:01,"0,3"
2016-01-22 00:37:23,"0,2"
2016-01-22 00:37:45,"0,2"
2016-01-22 00:38:07,"0,4"
2016-01-22 00:38:29,"0,2"
2016-01-22 00:38:52,"0,1"
2016-01-22 00:39:14,"0,4"
2016-01-22 00:39:36,"0,4"
2016-01-22 00:39:58,"0,1"
2016-01-22 00:40:20,"0,2"
2016-01-22 00:40:43,"0,3"
2016-01-22 00:41:06,"0,3"
2016-01-22 00:41:28,"0,2"
2016-01-22 00:41:50,"0,1"
2016-01-22 00:42:12,"0,1"
2016-01-22 00:42:34,"0,1"
2016-01-22 00:42:57,"0,2"
2016-01-22 00:43:19,"0,1"
2016-01-22 00:43:41,"0,1"
2016-01-22 00:44:03,"0,4"
2016-01-22 00:44:26,"0,6"
2016-01-22 00:44:48,"0,7"
2016-01-22 00:45:10,"0,7"
2016-01-22 00:45:33,"0,2"
2016-01-22 00:45:55,"0,5"
2016-01-22 00:46:17,"1,4"
2016-01-22 00:46:40,"1,6"
2016-01-22 00:47:02,"2,2"
2016-01-22 00:47:24,"1,1"
2016-01-22 00:47:46,"1,1"
2016-01-22 00:48:10,"0,2"
2016-01-22 00:48:32,1
2016-01-22 00:48:54,"0,5"
2016-01-22 00:49:16,"0,6"
2016-01-22 00:49:39,"0,7"
2016-01-22 00:50:01,"0,5"
2016-01-22 00:50:23,"0,3"
2016-01-22 00:50:45,"0,4"
2016-01-22 00:51:08,"0,3"
2016-01-22 00:51:30,"0,3"
2016-01-22 00:51:53,"0,4"
2016-01-22 00:52:15,"0,4"
2016-01-22 00:52:37,"0,2"
2016-01-22 00:52:59,"0,2"
2016-01-22 00:53:22,"0,3"
2016-01-22 00:53:44,"0,5"
2016-01-22 00:54:06,"0,4"
2016-01-22 00:54:28,"0,3"
2016-01-22 00:54:50,"0,3"
2016-01-22 00:55:12,"0,2"
2016-01-22 00:55:35,"0,3"
2016-01-22 00:55:58,"0,3"
2016-01-22 00:56:20,"0,2"
2016-01-22 00:56:42,"0,2"
2016-01-22 00:57:04,"0,2"
2016-01-22 00:57:26,"0,2"
2016-01-22 00:57:48,"0,3"
2016-01-22 00:58:11,"0,2"
2016-01-22 00:58:33,"0,3"
2016-01-22 00:58:55,"0,3"
2016-01-22 00:59:18,"0,2"
