no,timestamp
0.2,2016-01-22T00:00:13+01:00
0.3,2016-01-22T00:00:35+01:00
1.1,2016-01-22T00:00:57+01:00
9.8,2016-01-22T00:01:20+01:00
0.4,2016-01-22T00:01:42+01:00
0.7,2016-01-22T00:02:04+01:00
0.3,2016-01-22T00:02:26+01:00
0.5,2016-01-22T00:02:48+01:00
0.4,2016-01-22T00:03:11+01:00
0.9,2016-01-22T00:03:34+01:00
1.1,2016-01-22T00:03:56+01:00
0.1,2016-01-22T00:04:18+01:00
0.2,2016-01-22T00:04:40+01:00
0.2,2016-01-22T00:05:03+01:00
0.3,2016-01-22T00:05:25+01:00
0.6,2016-01-22T00:05:47+01:00
1.3,2016-01-22T00:06:09+01:00
1.5,2016-01-22T00:06:32+01:00
0.6,2016-01-22T00:06:54+01:00
0.6,2016-01-22T00:07:17+01:00
1.0,2016-01-22T00:07:40+01:00
0.4,2016-01-22T00:08:02+01:00
0.1,2016-01-22T00:08:24+01:00
0.3,2016-01-22T00:08:46+01:00
0.3,2016-01-22T00:09:08+01:00
0.2,2016-01-22T00:09:31+01:00
0.2,2016-01-22T00:09:53+01:00
0.1,2016-01-22T00:10:15+01:00
0.1,2016-01-22T00:10:37+01:00
0.1,2016-01-22T00:11:00+01:00
0.1,2016-01-22T00:11:22+01:00
0.2,2016-01-22T00:11:44+01:00
0.0,2016-01-22T00:12:07+01:00
0.3,2016-01-22T00:12:29+01:00
0.1,2016-01-22T00:12:51+01:00
0.1,2016-01-22T00:13:13+01:00
0.2,2016-01-22T00:13:36+01:00
0.0,2016-01-22T00:13:58+01:00
0.1,2016-01-22T00:14:20+01:00
0.1,2016-01-22T00:14:43+01:00
0.1,2016-01-22T00:15:05+01:00
0.1,2016-01-22T00:15:27+01:00
0.2,2016-01-22T00:15:50+01:00
0.2,2016-01-22T00:16:12+01:00
0.6,2016-01-22T00:16:34+01:00
0.3,2016-01-22T00:16:56+01:00
0.1,2016-01-22T00:17:18+01:00
0.2,2016-01-22T00:17:41+01:00
0.2,2016-01-22T00:18:03+01:00
0.1,2016-01-22T00:18:26+01:00
0.0,2016-01-22T00:18:48+01:00
0.1,2016-01-22T00:19:10+01:00
0.2,2016-01-22T00:19:32+01:00
0.3,2016-01-22T00:19:55+01:00
0.2,2016-01-22T00:20:17+01:00
0.0,2016-01-22T00:20:39+01:00
0.2,2016-01-22T00:21:01+01:00
0.1,2016-01-22T00:21:23+01:00
0.1,2016-01-22T00:21:46+01:00
0.2,2016-01-22T00:22:08+01:00
0.5,2016-01-22T00:22:31+01:00
0.7,2016-01-22T00:22:53+01:00
0.3,2016-01-22T00:23:16+01:00
0.6,2016-01-22T00:23:38+01:00
0.2,2016-01-22T00:24:01+01:00
0.4,2016-01-22T00:24:23+01:00
0.0,2016-01-22T00:24:45+01:00
0.2,2016-01-22T00:25:07+01:00
0.1,2016-01-22T00:25:29+01:00
0.1,2016-01-22T00:25:52+01:00
0.1,2016-01-22T00:26:14+01:00
0.1,2016-01-22T00:26:37+01:00
0.2,2016-01-22T00:26:59+01:00
0.3,2016-01-22T00:27:21+01:00
0.2,2016-01-22T00:27:43+01:00
0.2,2016-01-22T00:28:05+01:00
0.2,2016-01-22T00:28:28+01:00
0.1,2016-01-22T00:28:50+01:00
0.1,2016-01-22T00:29:12+01:00
0.1,2016-01-22T00:29:34+01:00
1.8,2016-01-22T00:29:57+01:00
0.8,2016-01-22T00:30:19+01:00
0.2,2016-01-22T00:30:42+01:00
0.5,2016-01-22T00:31:04+01:00
0.8,2016-01-22T00:31:26+01:00
2.8,2016-01-22T00:31:49+01:00
0.5,2016-01-22T00:32:11+01:00
0.7,2016-01-22T00:32:33+01:00
0.6,2016-01-22T00:32:55+01:00
0.3,2016-01-22T00:33:18+01:00
0.4,2016-01-22T00:33:40+01:00
0.4,2016-01-22T00:34:03+01:00
0.2,2016-01-22T00:34:25+01:00
0.1,2016-01-22T00:34:47+01:00
0.1,2016-01-22T00:35:09+01:00
0.3,2016-01-22T00:35:31+01:00
0.4,2016-01-22T00:35:53+01:00
0.3,2016-01-22T00:36:16+01:00
0.1,2016-01-22T00:36:38+01:00
0.3,2016-01-22T00:37:01+01:00
0.2,2016-01-22T00:37:23+01:00
0.2,2016-01-22T00:37:45+01:00
0.4,2016-01-22T00:38:07+01:00
0.2,2016-01-22T00:38:29+01:00
0.1,2016-01-22T00:38:52+01:00
0.4,2016-01-22T00:39:14+01:00
0.4,2016-01-22T00:39:36+01:00
0.1,2016-01-22T00:39:58+01:00
0.2,2016-01-22T00:40:20+01:00
0.3,2016-01-22T00:40:43+01:00
0.3,2016-01-22T00:41:06+01:00
0.2,2016-01-22T00:41:28+01:00
0.1,2016-01-22T00:41:50+01:00
0.1,2016-01-22T00:42:12+01:00
0.1,2016-01-22T00:42:34+01:00
0.2,2016-01-22T00:42:57+01:00
0.1,2016-01-22T00:43:19+01:00
0.1,2016-01-22T00:43:41+01:00
0.4,2016-01-22T00:44:03+01:00
0.6,2016-01-22T00:44:26+01:00
0.7,2016-01-22T00:44:48+01:00
0.7,2016-01-22T00:45:10+01:00
0.2,2016-01-22T00:45:33+01:00
0.5,2016-01-22T00:45:55+01:00
1.4,2016-01-22T00:46:17+01:00
1.6,2016-01-22T00:46:40+01:00
2.2,2016-01-22T00:47:02+01:00
1.1,2016-01-22T00:47:24+01:00
1.1,2016-01-22T00:47:46+01:00
0.2,2016-01-22T00:48:10+01:00
1.0,2016-01-22T00:48:32+01:00
0.5,2016-01-22T00:48:54+01:00
0.6,2016-01-22T00:49:16+01:00
0.7,2016-01-22T00:49:39+01:00
0.5,2016-01-22T00:50:01+01:00
0.3,2016-01-22T00:50:23+01:00
0.4,2016-01-22T00:50:45+01:00
0.3,2016-01-22T00:51:08+01:00
0.3,2016-01-22T00:51:30+01:00
0.4,2016-01-22T00:51:53+01:00
0.4,2016-01-22T00:52:15+01:00
0.2,2016-01-22T00:52:37+01:00
0.2,2016-01-22T00:52:59+01:00
0.3,2016-01-22T00:53:22+01:00
0.5,2016-01-22T00:53:44+01:00
0.4,2016-01-22T00:54:06+01:00
0.3,2016-01-22T00:54:28+01:00
0.3,2016-01-22T00:54:50+01:00
0.2,2016-01-22T00:55:12+01:00
0.3,2016-01-22T00:55:35+01:00
0.3,2016-01-22T00:55:58+01:00
0.2,2016-01-22T00:56:20+01:00
0.2,2016-01-22T00:56:42+01:00
0.2,2016-01-22T00:57:04+01:00
0.2,2016-01-22T00:57:26+01:00
0.3,2016-01-22T00:57:48+01:00
0.2,2016-01-22T00:58:11+01:00
0.3,2016-01-22T00:58:33+01:00
0.3,2016-01-22T00:58:55+01:00
0.2,2016-01-22T00:59:18+01:00
0.3,2016-01-22T00:59:40+01:00
0.2,2016-01-22T01:00:02+01:00
0.2,2016-01-22T01:00:24+01:00
0.1,2016-01-22T01:00:47+01:00
0.2,2016-01-22T01:01:09+01:00
0.3,2016-01-22T01:01:31+01:00
0.8,2016-01-22T01:01:53+01:00
0.6,2016-01-22T01:02:15+01:00
0.3,2016-01-22T01:02:37+01:00
0.7,2016-01-22T01:03:00+01:00
0.2,2016-01-22T01:03:23+01:00
0.2,2016-01-22T01:03:45+01:00
0.1,2016-01-22T01:04:07+01:00
0.3,2016-01-22T01:04:29+01:00
0.2,2016-01-22T01:04:51+01:00
0.2,2016-01-22T01:05:14+01:00
0.2,2016-01-22T01:05:36+01:00
0.2,2016-01-22T01:05:58+01:00
0.1,2016-01-22T01:06:20+01:00
0.1,2016-01-22T01:06:43+01:00
0.1,2016-01-22T01:07:05+01:00
0.2,2016-01-22T01:07:28+01:00
0.2,2016-01-22T01:07:50+01:00
0.1,2016-01-22T01:08:12+01:00
0.2,2016-01-22T01:08:34+01:00
0.1,2016-01-22T01:08:56+01:00
0.1,2016-01-22T01:09:18+01:00
0.0,2016-01-22T01:09:41+01:00
0.1,2016-01-22T01:10:03+01:00
0.2,2016-01-22T01:10:27+01:00
0.0,2016-01-22T01:10:49+01:00
0.1,2016-01-22T01:11:11+01:00
0.1,2016-01-22T01:11:34+01:00
0.2,2016-01-22T01:11:56+01:00
0.1,2016-01-22T01:12:18+01:00
0.1,2016-01-22T01:12:40+01:00
0.0,2016-01-22T01:13:02+01:00
0.0,2016-01-22T01:13:25+01:00
0.2,2016-01-22T01:13:47+01:00
0.4,2016-01-22T01:14:10+01:00
0.2,2016-01-22T01:14:32+01:00
0.1,2016-01-22T01:14:54+01:00
0.1,2016-01-22T01:15:16+01:00
0.2,2016-01-22T01:15:38+01:00
0.2,2016-01-22T01:16:01+01:00
0.2,2016-01-22T01:16:23+01:00
0.2,2016-01-22T01:16:45+01:00
0.1,2016-01-22T01:17:07+01:00
0.0,2016-01-22T01:17:29+01:00
0.1,2016-01-22T01:17:52+01:00
0.1,2016-01-22T01:18:14+01:00
0.1,2016-01-22T01:18:36+01:00
0.1,2016-01-22T01:18:58+01:00
0.2,2016-01-22T01:19:20+01:00
0.2,2016-01-22T01:19:43+01:00
0.4,2016-01-22T01:20:05+01:00
0.2,2016-01-22T01:20:27+01:00
0.2,2016-01-22T01:20:49+01:00
0.2,2016-01-22T01:21:11+01:00
0.1,2016-01-22T01:21:34+01:00
0.1,2016-01-22T01:21:56+01:00
0.1,2016-01-22T01:22:18+01:00
0.2,2016-01-22T01:22:40+01:00
0.2,2016-01-22T01:23:03+01:00
0.3,2016-01-22T01:23:25+01:00
0.2,2016-01-22T01:23:47+01:00
0.1,2016-01-22T01:24:09+01:00
0.1,2016-01-22T01:24:31+01:00
0.1,2016-01-22T01:24:54+01:00
