no,timestamp
0.3,2016-02-19T00:00:01+01:00
0.6,2016-02-19T00:00:24+01:00
0.3,2016-02-19T00:00:46+01:00
0.3,2016-02-19T00:01:08+01:00
0.3,2016-02-19T00:01:30+01:00
0.3,2016-02-19T00:01:53+01:00
0.3,2016-02-19T00:02:15+01:00
0.3,2016-02-19T00:02:37+01:00
0.3,2016-02-19T00:02:59+01:00
0.2,2016-02-19T00:03:22+01:00
0.2,2016-02-19T00:03:44+01:00
0.2,2016-02-19T00:04:06+01:00
0.3,2016-02-19T00:04:29+01:00
0.2,2016-02-19T00:04:51+01:00
0.3,2016-02-19T00:05:13+01:00
0.2,2016-02-19T00:05:35+01:00
0.3,2016-02-19T00:05:57+01:00
0.3,2016-02-19T00:06:20+01:00
0.3,2016-02-19T00:06:42+01:00
0.3,2016-02-19T00:07:04+01:00
0.3,2016-02-19T00:07:26+01:00
0.3,2016-02-19T00:07:49+01:00
0.4,2016-02-19T00:08:11+01:00
0.3,2016-02-19T00:08:33+01:00
0.2,2016-02-19T00:08:55+01:00
0.2,2016-02-19T00:09:18+01:00
0.3,2016-02-19T00:09:40+01:00
0.2,2016-02-19T00:10:02+01:00
0.2,2016-02-19T00:10:24+01:00
0.2,2016-02-19T00:10:46+01:00
0.2,2016-02-19T00:11:09+01:00
0.3,2016-02-19T00:11:32+01:00
0.5,2016-02-19T00:11:54+01:00
0.2,2016-02-19T00:12:16+01:00
15.2,2016-02-19T00:12:38+01:00
7.4,2016-02-19T00:13:00+01:00
6.0,2016-02-19T00:13:23+01:00
3.8,2016-02-19T00:13:45+01:00
4.0,2016-02-19T00:14:07+01:00
2.7,2016-02-19T00:14:29+01:00
2.4,2016-02-19T00:14:52+01:00
2.4,2016-02-19T00:15:14+01:00
2.2,2016-02-19T00:15:36+01:00
1.4,2016-02-19T00:15:58+01:00
0.6,2016-02-19T00:16:21+01:00
1.1,2016-02-19T00:16:43+01:00
1.9,2016-02-19T00:17:05+01:00
3.8,2016-02-19T00:17:27+01:00
4.5,2016-02-19T00:17:50+01:00
3.9,2016-02-19T00:18:12+01:00
3.9,2016-02-19T00:18:34+01:00
2.9,2016-02-19T00:18:57+01:00
2.5,2016-02-19T00:19:19+01:00
2.1,2016-02-19T00:19:41+01:00
2.2,2016-02-19T00:20:04+01:00
1.8,2016-02-19T00:20:26+01:00
1.3,2016-02-19T00:20:48+01:00
0.8,2016-02-19T00:21:10+01:00
0.8,2016-02-19T00:21:32+01:00
0.8,2016-02-19T00:21:55+01:00
0.9,2016-02-19T00:22:17+01:00
1.3,2016-02-19T00:22:39+01:00
1.3,2016-02-19T00:23:01+01:00
0.6,2016-02-19T00:23:24+01:00
0.5,2016-02-19T00:23:46+01:00
0.5,2016-02-19T00:24:08+01:00
0.8,2016-02-19T00:24:30+01:00
0.7,2016-02-19T00:24:53+01:00
0.6,2016-02-19T00:25:15+01:00
0.4,2016-02-19T00:25:37+01:00
0.4,2016-02-19T00:25:59+01:00
0.1,2016-02-19T00:26:22+01:00
0.1,2016-02-19T00:26:44+01:00
0.5,2016-02-19T00:27:06+01:00
0.3,2016-02-19T00:27:28+01:00
0.7,2016-02-19T00:27:51+01:00
0.8,2016-02-19T00:28:13+01:00
0.5,2016-02-19T00:28:35+01:00
0.4,2016-02-19T00:28:57+01:00
0.4,2016-02-19T00:29:20+01:00
0.3,2016-02-19T00:29:42+01:00
0.3,2016-02-19T00:30:04+01:00
0.1,2016-02-19T00:30:26+01:00
0.2,2016-02-19T00:30:49+01:00
0.3,2016-02-19T00:31:11+01:00
0.2,2016-02-19T00:31:33+01:00
0.2,2016-02-19T00:31:55+01:00
0.3,2016-02-19T00:32:17+01:00
0.2,2016-02-19T00:32:40+01:00
0.2,2016-02-19T00:33:02+01:00
0.2,2016-02-19T00:33:24+01:00
0.2,2016-02-19T00:33:47+01:00
0.1,2016-02-19T00:34:09+01:00
0.0,2016-02-19T00:34:31+01:00
0.1,2016-02-19T00:34:53+01:00
0.1,2016-02-19T00:35:16+01:00
0.0,2016-02-19T00:35:38+01:00
0.1,2016-02-19T00:36:00+01:00
0.1,2016-02-19T00:36:22+01:00
0.1,2016-02-19T00:36:44+01:00
0.0,2016-02-19T00:37:07+01:00
0.0,2016-02-19T00:37:29+01:00
0.1,2016-02-19T00:37:51+01:00
0.1,2016-02-19T00:38:13+01:00
0.0,2016-02-19T00:38:36+01:00
0.0,2016-02-19T00:38:58+01:00
0.1,2016-02-19T00:39:20+01:00
0.0,2016-02-19T00:39:42+01:00
0.1,2016-02-19T00:40:05+01:00
0.0,2016-02-19T00:40:27+01:00
0.1,2016-02-19T00:40:49+01:00
0.1,2016-02-19T00:41:12+01:00
0.2,2016-02-19T00:41:34+01:00
0.1,2016-02-19T00:41:56+01:00
0.1,2016-02-19T00:42:19+01:00
0.1,2016-02-19T00:42:41+01:00
0.1,2016-02-19T00:43:03+01:00
0.4,2016-02-19T00:43:26+01:00
0.3,2016-02-19T00:43:48+01:00
0.6,2016-02-19T00:44:10+01:00
0.3,2016-02-19T00:44:32+01:00
0.2,2016-02-19T00:44:55+01:00
0.1,2016-02-19T00:45:17+01:00
0.1,2016-02-19T00:45:39+01:00
0.1,2016-02-19T00:46:01+01:00
0.1,2016-02-19T00:46:24+01:00
0.1,2016-02-19T00:46:46+01:00
0.1,2016-02-19T00:47:08+01:00
0.2,2016-02-19T00:47:30+01:00
0.1,2016-02-19T00:47:53+01:00
0.1,2016-02-19T00:48:15+01:00
0.2,2016-02-19T00:48:38+01:00
0.2,2016-02-19T00:49:00+01:00
0.1,2016-02-19T00:49:22+01:00
0.1,2016-02-19T00:49:44+01:00
0.1,2016-02-19T00:50:07+01:00
0.1,2016-02-19T00:50:29+01:00
0.1,2016-02-19T00:50:51+01:00
0.2,2016-02-19T00:51:13+01:00
0.2,2016-02-19T00:51:36+01:00
0.2,2016-02-19T00:51:58+01:00
0.2,2016-02-19T00:52:20+01:00
0.2,2016-02-19T00:52:43+01:00
0.2,2016-02-19T00:53:05+01:00
0.2,2016-02-19T00:53:27+01:00
0.3,2016-02-19T00:53:49+01:00
0.3,2016-02-19T00:54:12+01:00
0.3,2016-02-19T00:54:34+01:00
0.3,2016-02-19T00:54:56+01:00
0.3,2016-02-19T00:55:18+01:00
0.3,2016-02-19T00:55:41+01:00
0.3,2016-02-19T00:56:03+01:00
0.3,2016-02-19T00:56:25+01:00
0.3,2016-02-19T00:56:47+01:00
0.2,2016-02-19T00:57:10+01:00
0.3,2016-02-19T00:57:32+01:00
0.2,2016-02-19T00:57:54+01:00
0.2,2016-02-19T00:58:16+01:00
0.3,2016-02-19T00:58:39+01:00
0.3,2016-02-19T00:59:01+01:00
0.2,2016-02-19T00:59:23+01:00
0.3,2016-02-19T00:59:45+01:00
0.6,2016-02-19T01:00:08+01:00
0.7,2016-02-19T01:00:30+01:00
0.2,2016-02-19T01:00:52+01:00
0.3,2016-02-19T01:01:14+01:00
0.3,2016-02-19T01:01:37+01:00
0.3,2016-02-19T01:01:59+01:00
0.3,2016-02-19T01:02:21+01:00
0.3,2016-02-19T01:02:43+01:00
0.3,2016-02-19T01:03:05+01:00
0.4,2016-02-19T01:03:28+01:00
0.4,2016-02-19T01:03:50+01:00
0.7,2016-02-19T01:04:12+01:00
0.3,2016-02-19T01:04:35+01:00
0.1,2016-02-19T01:04:57+01:00
0.2,2016-02-19T01:05:19+01:00
0.2,2016-02-19T01:05:41+01:00
0.6,2016-02-19T01:06:04+01:00
0.3,2016-02-19T01:06:26+01:00
0.3,2016-02-19T01:06:48+01:00
0.3,2016-02-19T01:07:10+01:00
0.3,2016-02-19T01:07:32+01:00
0.3,2016-02-19T01:07:55+01:00
0.2,2016-02-19T01:08:17+01:00
0.2,2016-02-19T01:08:39+01:00
0.2,2016-02-19T01:09:01+01:00
0.2,2016-02-19T01:09:24+01:00
0.2,2016-02-19T01:09:46+01:00
0.2,2016-02-19T01:10:08+01:00
0.4,2016-02-19T01:10:30+01:00
0.3,2016-02-19T01:10:53+01:00
0.5,2016-02-19T01:11:15+01:00
0.5,2016-02-19T01:11:37+01:00
0.7,2016-02-19T01:11:59+01:00
5.2,2016-02-19T01:12:22+01:00
5.3,2016-02-19T01:12:44+01:00
3.1,2016-02-19T01:13:06+01:00
1.2,2016-02-19T01:13:28+01:00
1.2,2016-02-19T01:13:51+01:00
1.8,2016-02-19T01:14:13+01:00
11.5,2016-02-19T01:14:35+01:00
7.4,2016-02-19T01:14:57+01:00
0.0,2016-02-19T01:15:20+01:00
24.3,2016-02-19T01:15:42+01:00
21.3,2016-02-19T01:16:04+01:00
21.5,2016-02-19T01:16:27+01:00
23.6,2016-02-19T01:16:49+01:00
33.2,2016-02-19T01:17:11+01:00
33.8,2016-02-19T01:17:33+01:00
37.3,2016-02-19T01:17:56+01:00
36.1,2016-02-19T01:18:18+01:00
36.9,2016-02-19T01:18:41+01:00
37.6,2016-02-19T01:19:03+01:00
37.1,2016-02-19T01:19:25+01:00
42.8,2016-02-19T01:19:47+01:00
41.0,2016-02-19T01:20:10+01:00
43.1,2016-02-19T01:20:32+01:00
43.8,2016-02-19T01:20:54+01:00
45.3,2016-02-19T01:21:16+01:00
48.7,2016-02-19T01:21:39+01:00
41.4,2016-02-19T01:22:01+01:00
35.7,2016-02-19T01:22:23+01:00
31.8,2016-02-19T01:22:45+01:00
38.8,2016-02-19T01:23:08+01:00
39.5,2016-02-19T01:23:30+01:00
44.6,2016-02-19T01:23:52+01:00
46.3,2016-02-19T01:24:14+01:00
47.7,2016-02-19T01:24:36+01:00
54.9,2016-02-19T01:24:59+01:00
56.2,2016-02-19T01:25:21+01:00
63.4,2016-02-19T01:25:44+01:00
60.5,2016-02-19T01:26:06+01:00
64.8,2016-02-19T01:26:28+01:00
67.6,2016-02-19T01:26:50+01:00
70.8,2016-02-19T01:27:13+01:00
70.3,2016-02-19T01:27:35+01:00
70.7,2016-02-19T01:27:58+01:00
69.9,2016-02-19T01:28:20+01:00
71.0,2016-02-19T01:28:42+01:00
72.2,2016-02-19T01:29:04+01:00
77.2,2016-02-19T01:29:26+01:00
75.0,2016-02-19T01:29:49+01:00
65.3,2016-02-19T01:30:11+01:00
65.7,2016-02-19T01:30:34+01:00
67.5,2016-02-19T01:30:56+01:00
65.7,2016-02-19T01:31:18+01:00
34.3,2016-02-19T01:31:40+01:00
43.5,2016-02-19T01:32:03+01:00
36.1,2016-02-19T01:32:25+01:00
48.3,2016-02-19T01:32:47+01:00
35.2,2016-02-19T01:33:10+01:00
26.4,2016-02-19T01:33:32+01:00
29.4,2016-02-19T01:33:54+01:00
25.2,2016-02-19T01:34:16+01:00
11.8,2016-02-19T01:34:39+01:00
2.7,2016-02-19T01:35:01+01:00
2.8,2016-02-19T01:35:23+01:00
3.6,2016-02-19T01:35:45+01:00
3.8,2016-02-19T01:36:08+01:00
1.3,2016-02-19T01:36:30+01:00
1.1,2016-02-19T01:36:52+01:00
0.6,2016-02-19T01:37:14+01:00
0.5,2016-02-19T01:37:37+01:00
0.5,2016-02-19T01:37:59+01:00
0.7,2016-02-19T01:38:21+01:00
0.4,2016-02-19T01:38:43+01:00
0.5,2016-02-19T01:39:05+01:00
0.5,2016-02-19T01:39:28+01:00
0.3,2016-02-19T01:39:50+01:00
0.3,2016-02-19T01:40:13+01:00
0.3,2016-02-19T01:40:35+01:00
0.4,2016-02-19T01:40:57+01:00
0.4,2016-02-19T01:41:19+01:00
0.3,2016-02-19T01:41:42+01:00
0.3,2016-02-19T01:42:04+01:00
0.3,2016-02-19T01:42:26+01:00
0.3,2016-02-19T01:42:48+01:00
0.3,2016-02-19T01:43:11+01:00
0.3,2016-02-19T01:43:33+01:00
0.4,2016-02-19T01:43:55+01:00
0.3,2016-02-19T01:44:17+01:00
0.2,2016-02-19T01:44:40+01:00
0.3,2016-02-19T01:45:02+01:00
0.4,2016-02-19T01:45:24+01:00
0.3,2016-02-19T01:45:46+01:00
0.3,2016-02-19T01:46:09+01:00
0.3,2016-02-19T01:46:31+01:00
0.3,2016-02-19T01:46:53+01:00
0.3,2016-02-19T01:47:15+01:00
0.2,2016-02-19T01:47:37+01:00
0.4,2016-02-19T01:48:00+01:00
0.3,2016-02-19T01:48:23+01:00
0.3,2016-02-19T01:48:45+01:00
0.2,2016-02-19T01:49:07+01:00
0.3,2016-02-19T01:49:29+01:00
0.3,2016-02-19T01:49:51+01:00
0.3,2016-02-19T01:50:14+01:00
0.4,2016-02-19T01:50:36+01:00
0.3,2016-02-19T01:50:58+01:00
0.3,2016-02-19T01:51:20+01:00
0.3,2016-02-19T01:51:43+01:00
0.2,2016-02-19T01:52:05+01:00
0.2,2016-02-19T01:52:27+01:00
0.2,2016-02-19T01:52:49+01:00
0.2,2016-02-19T01:53:12+01:00
0.3,2016-02-19T01:53:34+01:00
0.3,2016-02-19T01:53:56+01:00
0.3,2016-02-19T01:54:18+01:00
0.2,2016-02-19T01:54:40+01:00
0.3,2016-02-19T01:55:03+01:00
0.2,2016-02-19T01:55:25+01:00
0.3,2016-02-19T01:55:47+01:00
0.2,2016-02-19T01:56:10+01:00
0.3,2016-02-19T01:56:32+01:00
0.2,2016-02-19T01:56:54+01:00
0.2,2016-02-19T01:57:16+01:00
0.2,2016-02-19T01:57:39+01:00
0.2,2016-02-19T01:58:01+01:00
0.2,2016-02-19T01:58:23+01:00
0.2,2016-02-19T01:58:45+01:00
0.3,2016-02-19T01:59:08+01:00
0.3,2016-02-19T01:59:30+01:00
0.3,2016-02-19T01:59:52+01:00
0.3,2016-02-19T02:00:14+01:00
0.4,2016-02-19T02:00:36+01:00
0.4,2016-02-19T02:00:59+01:00
0.3,2016-02-19T02:01:21+01:00
0.4,2016-02-19T02:01:43+01:00
0.4,2016-02-19T02:02:05+01:00
0.2,2016-02-19T02:02:28+01:00
0.3,2016-02-19T02:02:50+01:00
0.3,2016-02-19T02:03:12+01:00
0.3,2016-02-19T02:03:35+01:00
0.4,2016-02-19T02:03:57+01:00
0.4,2016-02-19T02:04:19+01:00
0.3,2016-02-19T02:04:41+01:00
0.3,2016-02-19T02:05:03+01:00
0.3,2016-02-19T02:05:26+01:00
0.2,2016-02-19T02:05:48+01:00
0.2,2016-02-19T02:06:11+01:00
0.1,2016-02-19T02:06:33+01:00
0.1,2016-02-19T02:06:55+01:00
0.1,2016-02-19T02:07:17+01:00
0.1,2016-02-19T02:07:39+01:00
0.1,2016-02-19T02:08:02+01:00
0.1,2016-02-19T02:08:24+01:00
0.1,2016-02-19T02:08:46+01:00
0.1,2016-02-19T02:09:08+01:00
0.2,2016-02-19T02:09:31+01:00
0.3,2016-02-19T02:09:53+01:00
0.2,2016-02-19T02:10:15+01:00
0.1,2016-02-19T02:10:38+01:00
0.0,2016-02-19T02:11:00+01:00
0.0,2016-02-19T02:11:22+01:00
0.0,2016-02-19T02:11:44+01:00
0.0,2016-02-19T02:12:07+01:00
0.1,2016-02-19T02:12:29+01:00
0.2,2016-02-19T02:12:51+01:00
0.1,2016-02-19T02:13:13+01:00
0.2,2016-02-19T02:13:35+01:00
0.5,2016-02-19T02:13:58+01:00
0.3,2016-02-19T02:14:20+01:00
0.6,2016-02-19T02:14:42+01:00
0.4,2016-02-19T02:15:04+01:00
0.4,2016-02-19T02:15:27+01:00
0.5,2016-02-19T02:15:49+01:00
0.4,2016-02-19T02:16:11+01:00
0.3,2016-02-19T02:16:33+01:00
0.2,2016-02-19T02:16:56+01:00
0.3,2016-02-19T02:17:18+01:00
0.2,2016-02-19T02:17:41+01:00
0.2,2016-02-19T02:18:03+01:00
0.3,2016-02-19T02:18:25+01:00
0.3,2016-02-19T02:18:47+01:00
0.3,2016-02-19T02:19:10+01:00
0.3,2016-02-19T02:19:32+01:00
0.3,2016-02-19T02:19:54+01:00
