timestamp,no
2016-01-25 09:04:17,28
2016-01-25 09:04:39,"29,1"
2016-01-25 09:05:01,"16,1"
2016-01-25 09:05:24,"19,3"
2016-01-25 09:05:46,"32,7"
2016-01-25 09:06:08,"44,3"
2016-01-25 09:06:30,"43,6"
2016-01-25 09:06:53,"40,5"
2016-01-25 09:07:15,"26,2"
2016-01-25 09:07:37,"38,3"
2016-01-25 09:07:59,"28,3"
2016-01-25 09:08:22,"34,9"
2016-01-25 09:08:44,28
2016-01-25 09:09:07,"19,6"
2016-01-25 09:09:29,"18,7"
2016-01-25 09:09:52,"37,9"
2016-01-25 09:10:14,"34,1"
2016-01-25 09:10:36,"31,5"
2016-01-25 09:10:59,"21,6"
2016-01-25 09:11:21,"20,5"
2016-01-25 09:11:43,"27,6"
2016-01-25 09:12:06,"23,3"
2016-01-25 09:12:28,"51,7"
2016-01-25 09:12:51,"33,4"
2016-01-25 09:13:13,"37,2"
2016-01-25 09:13:35,"66,5"
2016-01-25 09:13:57,"49,6"
2016-01-25 09:14:19,"44,9"
2016-01-25 09:14:42,"23,7"
2016-01-25 09:15:04,"9,4"
2016-01-25 09:15:27,"10,4"
2016-01-25 09:15:49,"15,2"
2016-01-25 09:16:12,"20,2"
2016-01-25 09:16:34,"21,2"
2016-01-25 09:16:56,"22,8"
2016-01-25 09:17:18,"27,9"
2016-01-25 09:17:40,"23,3"
2016-01-25 09:18:03,38
2016-01-25 09:18:25,"32,5"
2016-01-25 09:18:47,"18,7"
2016-01-25 09:19:10,"21,7"
2016-01-25 09:19:32,"16,8"
2016-01-25 09:19:54,19
2016-01-25 09:20:17,14
2016-01-25 09:20:39,24
2016-01-25 09:21:01,"19,9"
2016-01-25 09:21:24,19
2016-01-25 09:21:46,"21,7"
2016-01-25 09:22:09,"27,4"
2016-01-25 09:22:31,"28,9"
2016-01-25 09:22:53,"29,9"
2016-01-25 09:23:15,26
2016-01-25 09:23:38,"13,1"
2016-01-25 09:24:00,"20,8"
2016-01-25 09:24:22,"22,1"
2016-01-25 09:24:44,"19,2"
2016-01-25 09:25:06,"23,9"
2016-01-25 09:25:29,"18,9"
2016-01-25 09:25:51,"54,6"
2016-01-25 09:26:13,"86,1"
2016-01-25 09:26:35,"28,1"
2016-01-25 09:26:58,"30,6"
2016-01-25 09:27:20,"12,2"
2016-01-25 09:27:43,"16,7"
2016-01-25 09:28:05,"25,3"
2016-01-25 09:28:27,15
2016-01-25 09:28:49,"20,3"
2016-01-25 09:29:11,"14,5"
2016-01-25 09:29:34,12
2016-01-25 09:29:56,"24,1"
2016-01-25 09:30:18,"20,2"
2016-01-25 09:30:41,"14,4"
2016-01-25 09:31:03,"34,4"
2016-01-25 09:31:25,"34,3"
2016-01-25 09:31:47,"35,6"
2016-01-25 09:32:09,28
2016-01-25 09:32:32,"36,5"
2016-01-25 09:32:54,16
2016-01-25 09:33:16,"64,1"
2016-01-25 09:33:38,"31,4"
2016-01-25 09:34:01,39
2016-01-25 09:34:23,"34,2"
2016-01-25 09:34:46,"40,6"
2016-01-25 09:35:08,"45,4"
2016-01-25 09:35:31,"27,7"
2016-01-25 09:35:53,28
2016-01-25 09:36:15,"18,2"
2016-01-25 09:36:37,"18,7"
2016-01-25 09:36:59,"13,9"
2016-01-25 09:37:22,"20,1"
2016-01-25 09:37:44,23
2016-01-25 09:38:06,17
2016-01-25 09:38:28,"11,2"
2016-01-25 09:38:51,"19,6"
2016-01-25 09:39:13,"32,4"
2016-01-25 09:39:35,"20,6"
2016-01-25 09:39:57,"31,9"
2016-01-25 09:40:20,"19,6"
2016-01-25 09:40:42,"22,5"
2016-01-25 09:41:04,"34,8"
2016-01-25 09:41:27,"27,2"
2016-01-25 09:41:50,19
2016-01-25 09:42:12,"17,9"
2016-01-25 09:42:34,"34,7"
2016-01-25 09:42:57,"21,7"
2016-01-25 09:43:19,"21,8"
2016-01-25 09:43:41,"23,5"
2016-01-25 09:44:03,"26,2"
2016-01-25 09:44:26,"25,2"
2016-01-25 09:44:48,"15,7"
2016-01-25 09:45:10,"15,6"
2016-01-25 09:45:32,"16,8"
2016-01-25 09:45:55,"17,8"
2016-01-25 09:46:17,"16,9"
2016-01-25 09:46:39,16
2016-01-25 09:47:01,"16,9"
2016-01-25 09:47:23,"19,1"
2016-01-25 09:47:46,"20,6"
2016-01-25 09:48:08,"19,9"
2016-01-25 09:48:30,"14,5"
2016-01-25 09:48:52,"14,5"
2016-01-25 09:49:15,"12,1"
2016-01-25 09:49:37,"21,6"
2016-01-25 09:50:00,"20,3"
2016-01-25 09:50:22,"16,6"
2016-01-25 09:50:44,22
2016-01-25 09:51:06,"14,6"
2016-01-25 09:51:28,21
2016-01-25 09:51:51,"16,9"
2016-01-25 09:52:13,"18,4"
2016-01-25 09:52:35,"17,8"
2016-01-25 09:52:57,"16,9"
2016-01-25 09:53:20,"17,4"
