flux,no2,no2_err,o3,o3_err,start,stop
0.03,0.0008337053150422561,0.02015595446445649,4141.488636038022,357.14768792289414,57,105
0.05,-0.02626474515302616,0.019228241675364244,6794.201309590516,340.9595560188333,106,153
0.1,-0.04986658357049759,0.0195497106052499,8200.64282898312,347.4742795575531,154,205
0.2,-0.004302614437024498,0.022125870683083842,9549.840219402597,393.07259139524206,206,249
0.3,0.22510954975464392,0.021594093048325037,10637.399465302618,384.1792926758455,250,294
