timestamp,no,index
2016-01-15T15:59:35+00:00,-0.7919634159802964,0
2016-01-15T16:01:36+00:00,-0.5478707465271686,1
2016-01-15T16:03:37+00:00,-0.6295652219723298,2
2016-01-15T16:05:39+00:00,-1.2281783604756757,3
2016-01-15T16:07:40+00:00,-0.42290387161490983,4
2016-01-15T16:09:42+00:00,-0.6884886551482463,5
2016-01-15T16:11:43+00:00,-0.5666403497125785,6
2016-01-15T16:13:44+00:00,-1.5943284539948621,7
2016-01-15T16:15:46+00:00,-1.4957889525633323,8
2016-01-15T16:17:47+00:00,1.2635571719915486,9
2016-01-15T16:19:49+00:00,-0.22151449464528739,10
2016-01-15T16:21:50+00:00,-1.0255088776994672,11
2016-01-15T16:23:51+00:00,0.5052268631694297,12
2016-01-15T16:25:53+00:00,-0.9243359148428141,13
2016-01-15T16:27:54+00:00,-0.20512815008414087,14
2016-01-15T16:29:56+00:00,-0.44249638166875904,15
2016-01-15T16:31:57+00:00,-1.2474592516580376,16
2016-01-15T16:33:59+00:00,-1.2849685411071903,17
2016-01-15T16:36:01+00:00,-0.6934265162311561,18
2016-01-15T16:38:02+00:00,-0.6286544229104649,19
2016-01-15T16:40:04+00:00,-1.032358920419993,20
2016-01-15T16:42:05+00:00,-1.1134724594525611,21
2016-01-15T16:44:07+00:00,-0.5582948577313669,22
2016-01-15T16:46:08+00:00,-1.0593473974565715,23
2016-01-15T16:48:10+00:00,-0.567301702352129,24
2016-01-15T16:50:11+00:00,-1.1674785268289405,25
2016-01-15T16:52:13+00:00,-0.9186012045100522,26
2016-01-15T16:54:14+00:00,-0.8153902975109997,27
2016-01-15T16:56:16+00:00,-0.7832814847849345,28
2016-01-15T16:58:17+00:00,0.17915065688260867,29
2016-01-15T17:00:19+00:00,-1.0892155511113355,30
2016-01-15T17:02:20+00:00,-0.7959305090897413,31
2016-01-15T17:04:21+00:00,-1.1747318053586895,32
2016-01-15T17:06:23+00:00,-1.0924397944748474,33
2016-01-15T17:08:24+00:00,-1.548599434869331,34
2016-01-15T17:10:25+00:00,-1.5648330857985293,35
2016-01-15T17:12:27+00:00,-1.3259327154477187,36
2016-01-15T17:14:28+00:00,-1.1936223553233152,37
2016-01-15T17:16:30+00:00,-1.657038154115071,38
2016-01-15T17:18:31+00:00,-1.7120048805485233,39
2016-01-15T17:20:33+00:00,-1.1451337399496069,40
2016-01-15T17:22:34+00:00,-1.2326106475804899,41
2016-01-15T17:24:36+00:00,-1.292981063553798,42
2016-01-15T17:26:37+00:00,0.06185813664315454,43
2016-01-15T17:28:38+00:00,-1.2948624432524216,44
2016-01-15T17:30:40+00:00,-0.9309026945729091,45
2016-01-15T17:32:41+00:00,0.172334909658014,46
2016-01-15T17:34:42+00:00,-0.9119033713364715,47
2016-01-15T17:36:44+00:00,-1.307582173211097,48
2016-01-15T17:38:45+00:00,-0.8060700344307641,49
2016-01-15T17:40:46+00:00,-0.9146886355564607,50
2016-01-15T17:42:47+00:00,-0.9295001320841241,51
2016-01-15T17:44:49+00:00,-1.0522791622467818,52
2016-01-15T17:46:50+00:00,-0.7507072049701531,53
2016-01-15T17:48:51+00:00,-0.6545727615319059,54
2016-01-15T17:50:53+00:00,0.23038193493625947,55
2016-01-15T17:52:54+00:00,-0.5920916325421377,56
2016-01-15T17:54:55+00:00,-0.8228088527579782,57
2016-01-15T17:56:57+00:00,-0.6561891504742761,58
2016-01-15T17:58:58+00:00,-0.3606350909965137,59
2016-01-15T18:00:59+00:00,-0.4895936181707441,60
2016-01-15T18:03:01+00:00,-0.5777545819142311,61
2016-01-15T18:05:02+00:00,-0.8996147556554739,62
2016-01-15T18:07:03+00:00,-1.5205961544985946,63
2016-01-15T18:09:06+00:00,-0.3674544948080989,64
2016-01-15T18:11:09+00:00,-0.6432530019589588,65
2016-01-15T18:13:11+00:00,-0.8896764888394664,66
2016-01-15T18:15:14+00:00,-0.904661840590709,67
2016-01-15T18:17:17+00:00,-1.3598120848070518,68
2016-01-15T18:19:19+00:00,-1.2044250110114554,69
2016-01-15T18:21:22+00:00,-1.4185569177492177,70
2016-01-15T18:23:25+00:00,-1.0179175794921296,71
2016-01-15T18:25:27+00:00,-2.0237063664041575,72
2016-01-15T18:27:30+00:00,-1.0863809132371696,73
2016-01-15T18:29:33+00:00,-1.9019585682370383,74
2016-01-15T18:31:35+00:00,-0.5094257676776994,75
2016-01-15T18:33:38+00:00,-1.3351688997988393,76
2016-01-15T18:35:41+00:00,-1.526533615491397,77
2016-01-15T18:37:43+00:00,-2.2021636297126026,78
2016-01-15T18:39:46+00:00,-0.5825421918192326,79
2016-01-15T18:41:48+00:00,-1.555864534839829,80
2016-01-15T18:43:51+00:00,-1.3529166568843038,81
2016-01-15T18:45:54+00:00,-1.4358193379297521,82
2016-01-15T18:47:57+00:00,-1.3779330803474323,83
2016-01-15T18:49:59+00:00,-1.9730447751962572,84
2016-01-15T18:52:02+00:00,-2.310594381212706,85
2016-01-15T18:54:05+00:00,0.30664912168674974,86
2016-01-15T18:56:07+00:00,-0.3115226691910422,87
2016-01-15T18:58:10+00:00,-1.3574098214520376,88
2016-01-15T19:00:12+00:00,-0.2511377268768644,89
2016-01-15T19:02:14+00:00,-1.097340590516426,90
2016-01-15T19:04:17+00:00,-0.09383114567142137,91
2016-01-15T19:06:19+00:00,-1.2137248107442797,92
2016-01-15T19:08:22+00:00,-0.8790809233561543,93
2016-01-15T19:10:24+00:00,-1.1217242615239886,94
2016-01-15T19:12:27+00:00,-1.4901475111622968,95
2016-01-15T19:14:29+00:00,-1.3312605517286027,96
2016-01-15T19:16:32+00:00,-0.9482728973749879,97
2016-01-15T19:18:34+00:00,-1.122210102248376,98
2016-01-15T19:20:37+00:00,-0.35537095933247187,99
2016-01-15T19:22:40+00:00,-1.4527016134295607,100
2016-01-15T19:24:42+00:00,-0.8092874084880126,101
2016-01-15T19:26:45+00:00,-1.3182531903203252,102
2016-01-15T19:28:47+00:00,-1.019472485653404,103
2016-01-15T19:30:50+00:00,-1.485348776399455,104
2016-01-15T19:32:52+00:00,-2.5320031962255207,105
2016-01-15T19:34:55+00:00,-0.7964806594911238,106
2016-01-15T19:36:57+00:00,-2.5723737470494807,107
2016-01-15T19:39:00+00:00,-5.288586337125263,108
2016-01-15T19:41:02+00:00,0.14489873230822958,109
2016-01-15T19:43:05+00:00,-2.630862270727043,110
2016-01-15T19:45:07+00:00,-2.0654206908307966,111
2016-01-15T19:47:10+00:00,-1.9402575559236048,112
2016-01-15T19:49:13+00:00,-1.0193192932986328,113
2016-01-15T19:51:15+00:00,-2.1942154654986865,114
2016-01-15T19:53:17+00:00,-4.057020283184208,115
2016-01-15T19:55:20+00:00,-6.117211634602182,116
2016-01-15T19:57:23+00:00,12.658419682342373,117
2016-01-15T19:59:25+00:00,3.829127195171079,118
2016-01-15T20:01:28+00:00,0.7914393472159169,119
2016-01-15T20:03:30+00:00,-12.87917021494781,120
2016-01-15T20:05:33+00:00,8.181842023729523,121
2016-01-15T20:07:35+00:00,3.997537728516015,122
2016-01-15T20:09:38+00:00,-1.9043441311613272,123
2016-01-15T20:11:40+00:00,0.30241117363865655,124
2016-01-15T20:13:43+00:00,2.8066868307047628,125
2016-01-15T20:15:45+00:00,-3.5379614357198115,126
2016-01-15T20:17:48+00:00,-0.6327488221217621,127
2016-01-15T20:19:50+00:00,-0.38577679725006675,128
2016-01-15T20:21:53+00:00,2.5063822435582637,129
2016-01-15T20:23:56+00:00,0.06176415335194463,130
2016-01-15T20:25:58+00:00,-0.7313722511095371,131
2016-01-15T20:28:01+00:00,-0.6065758125647243,132
2016-01-15T20:30:03+00:00,1.4710650906907219,133
2016-01-15T20:32:06+00:00,0.44718645090854636,134
2016-01-15T20:34:08+00:00,-0.813151001381037,135
2016-01-15T20:36:11+00:00,1.2705650772609474,136
2016-01-15T20:38:13+00:00,1.5781909344850753,137
2016-01-15T20:40:16+00:00,-2.693167522437065,138
2016-01-15T20:42:18+00:00,-0.8915025961927157,139
2016-01-15T20:44:21+00:00,-1.8167484548836548,140
2016-01-15T20:46:23+00:00,5.0378862581255355,141
2016-01-15T20:48:26+00:00,1.0091297691867425,142
2016-01-15T20:50:28+00:00,-0.7415407017067963,143
2016-01-15T20:52:31+00:00,-0.6598158428415033,144
2016-01-15T20:54:34+00:00,-1.3816871648385494,145
2016-01-15T20:56:36+00:00,-0.7497986203697558,146
2016-01-15T20:58:38+00:00,-1.3830641738142297,147
2016-01-15T21:00:41+00:00,-1.1983646642510166,148
2016-01-15T21:02:44+00:00,-0.3874069387160475,149
2016-01-15T21:04:47+00:00,0.9912382554317105,150
2016-01-15T21:06:49+00:00,-1.797747823857975,151
2016-01-15T21:08:52+00:00,-1.5600432513906597,152
2016-01-15T21:10:54+00:00,-1.841088598189355,153
2016-01-15T21:12:57+00:00,-1.0447204050849308,154
2016-01-15T21:15:00+00:00,-1.551867811088119,155
2016-01-15T21:17:03+00:00,-3.239895306085785,156
2016-01-15T21:19:05+00:00,-0.8316207980953614,157
2016-01-15T21:21:08+00:00,-1.2724675229853197,158
2016-01-15T21:23:11+00:00,0.2700752270263145,159
2016-01-15T21:25:13+00:00,-1.4673608385125583,160
2016-01-15T21:27:16+00:00,1.149351771405172,161
2016-01-15T21:29:19+00:00,1.6623552719379404,162
2016-01-15T21:31:21+00:00,6.0174680182258165,163
2016-01-15T21:33:24+00:00,-1.409524250292577,164
2016-01-15T21:35:27+00:00,-1.0377855617876932,165
2016-01-15T21:37:29+00:00,-0.2812754725349791,166
2016-01-15T21:39:32+00:00,0.04538351951878994,167
2016-01-15T21:41:35+00:00,3.1398896505719804,168
2016-01-15T21:43:38+00:00,-0.2290251935298322,169
2016-01-15T21:45:40+00:00,-2.115089720576229,170
2016-01-15T21:47:43+00:00,0.6182627819584035,171
2016-01-15T21:49:46+00:00,-1.6677164469419878,172
2016-01-15T21:51:48+00:00,-0.4692666194444115,173
2016-01-15T21:53:51+00:00,0.9072614427881369,174
2016-01-15T21:55:54+00:00,-2.0173726661572324,175
2016-01-15T21:57:56+00:00,-0.13048912215934294,176
2016-01-15T21:59:59+00:00,-2.7357310505325394,177
2016-01-15T22:02:01+00:00,-1.4456909846964443,178
2016-01-15T22:04:04+00:00,-1.2186281614587458,179
2016-01-15T22:06:06+00:00,-1.7025730391540606,180
2016-01-15T22:08:09+00:00,-1.5907853208412313,181
2016-01-15T22:10:11+00:00,-2.0252364944100663,182
2016-01-15T22:12:14+00:00,-1.7408609025296826,183
2016-01-15T22:14:17+00:00,-1.3253026013676568,184
2016-01-15T22:16:20+00:00,-0.546444161467921,185
2016-01-15T22:18:22+00:00,-0.8872110935191451,186
2016-01-15T22:20:25+00:00,-1.1551538310815843,187
2016-01-15T22:22:27+00:00,0.22884915531169625,188
2016-01-15T22:24:30+00:00,-0.8343560186525139,189
2016-01-15T22:26:33+00:00,-1.2122551652150193,190
2016-01-15T22:28:35+00:00,-1.360811701496342,191
2016-01-15T22:30:38+00:00,-0.27780199291612107,192
2016-01-15T22:32:41+00:00,-1.392570821207066,193
2016-01-15T22:34:43+00:00,-1.450622010161677,194
2016-01-15T22:36:46+00:00,-0.14616534389246993,195
2016-01-15T22:38:48+00:00,-1.3735687187801275,196
2016-01-15T22:40:51+00:00,-1.2792475778832113,197
2016-01-15T22:42:54+00:00,-1.1151007857606494,198
2016-01-15T22:44:56+00:00,-1.2456364467833794,199
2016-01-15T22:46:59+00:00,-1.3991660844293925,200
2016-01-15T22:49:02+00:00,0.23467310968845467,201
2016-01-15T22:51:05+00:00,-0.7962837597545604,202
2016-01-15T22:53:07+00:00,-1.3030839973372519,203
2016-01-15T22:55:10+00:00,-1.1608583772429082,204
2016-01-15T22:57:12+00:00,-1.2689904960868859,205
2016-01-15T22:59:15+00:00,-1.2160930800648302,206
2016-01-15T23:01:18+00:00,-1.240895197052156,207
2016-01-15T23:03:21+00:00,-1.0741671977524998,208
2016-01-15T23:05:23+00:00,-1.5214768810521697,209
2016-01-15T23:07:26+00:00,-1.0660384749039071,210
2016-01-15T23:09:28+00:00,-1.2558262579476267,211
2016-01-15T23:11:31+00:00,-1.0543731608102345,212
2016-01-15T23:13:33+00:00,-1.2900342162269212,213
2016-01-15T23:15:36+00:00,-1.4547820271825564,214
2016-01-15T23:17:39+00:00,-1.2803730926066414,215
2016-01-15T23:19:42+00:00,-1.333544760805518,216
2016-01-15T23:21:45+00:00,-1.3920115249171747,217
2016-01-15T23:23:47+00:00,-1.1404249825291064,218
2016-01-15T23:25:50+00:00,-1.6061005839779785,219
2016-01-15T23:27:53+00:00,-1.2597291213295225,220
2016-01-15T23:29:56+00:00,-1.4547640643913322,221
2016-01-15T23:31:59+00:00,-1.392423961396032,222
2016-01-15T23:34:02+00:00,-1.4685887330290956,223
2016-01-15T23:36:04+00:00,-0.9369492208163734,224
2016-01-15T23:38:07+00:00,-1.1786998319220974,225
2016-01-15T23:40:09+00:00,-1.4296808897628832,226
2016-01-15T23:42:12+00:00,-1.4729921177786522,227
2016-01-15T23:44:14+00:00,-2.092500996159835,228
2016-01-15T23:46:17+00:00,-1.033963664417719,229
2016-01-15T23:48:20+00:00,-1.593660115905493,230
2016-01-15T23:50:22+00:00,-1.1462193637309852,231
2016-01-15T23:52:25+00:00,-1.1942611525955407,232
2016-01-15T23:54:28+00:00,-0.9558389496999169,233
2016-01-15T23:56:31+00:00,-0.5274876039890621,234
2016-01-15T23:58:33+00:00,0.2242150497420745,235
2016-01-16T00:00:36+00:00,3.698878954299154,236
2016-01-16T00:02:39+00:00,-0.5713117969737169,237
2016-01-16T00:04:41+00:00,0.2501391228085694,238
2016-01-16T00:06:44+00:00,-0.5503668231557768,239
2016-01-16T00:08:47+00:00,0.3463487534411378,240
2016-01-16T00:10:49+00:00,-0.46039349949043995,241
2016-01-16T00:12:51+00:00,-0.9057495271000455,242
2016-01-16T00:14:52+00:00,0.10344698376153616,243
2016-01-16T00:16:54+00:00,-0.01922078540782124,244
2016-01-16T00:18:56+00:00,-1.2371395091711683,245
2016-01-16T00:20:57+00:00,-0.842517876412689,246
2016-01-16T00:22:59+00:00,-0.7694979420721317,247
2016-01-16T00:25:01+00:00,-1.405068081926597,248
2016-01-16T00:27:03+00:00,-0.9613046706322486,249
2016-01-16T00:29:04+00:00,-0.8847659629437352,250
2016-01-16T00:31:06+00:00,-0.6601141556545507,251
2016-01-16T00:33:08+00:00,-0.7263899765252404,252
2016-01-16T00:35:09+00:00,-0.7429669652651718,253
2016-01-16T00:37:11+00:00,-0.5531653602993067,254
2016-01-16T00:39:13+00:00,-0.14918600181070119,255
2016-01-16T00:41:15+00:00,-0.2949273514151862,256
2016-01-16T00:43:17+00:00,-0.33461854295392257,257
2016-01-16T00:45:18+00:00,-0.34141942745133846,258
2016-01-16T00:47:20+00:00,0.20751021579787476,259
2016-01-16T00:49:22+00:00,-0.002173716944991355,260
2016-01-16T00:51:24+00:00,-0.7339753149074255,261
2016-01-16T00:53:25+00:00,-0.5580802695639342,262
2016-01-16T00:55:27+00:00,-0.6390846706705133,263
2016-01-16T00:57:29+00:00,-0.5682332039388776,264
2016-01-16T00:59:30+00:00,0.24362497393214255,265
2016-01-16T01:01:32+00:00,-0.07793577913082572,266
2016-01-16T01:03:34+00:00,1.238669772427425,267
2016-01-16T01:05:35+00:00,0.6966008215067276,268
2016-01-16T01:07:37+00:00,0.4772229345906638,269
2016-01-16T01:09:38+00:00,0.5302995818664975,270
2016-01-16T01:11:40+00:00,1.5936220741158351,271
2016-01-16T01:13:42+00:00,0.5525721037692826,272
2016-01-16T01:15:43+00:00,1.0326749235308519,273
2016-01-16T01:17:45+00:00,0.6363516945230998,274
2016-01-16T01:19:46+00:00,-0.0151485682613135,275
2016-01-16T01:21:48+00:00,1.1048641759549866,276
2016-01-16T01:23:50+00:00,0.6254245133251608,277
2016-01-16T01:25:51+00:00,0.5051934999866816,278
2016-01-16T01:27:52+00:00,0.19526108080696147,279
2016-01-16T01:29:54+00:00,0.21402612917588826,280
2016-01-16T01:31:56+00:00,0.5156789795086141,281
2016-01-16T01:33:58+00:00,0.6594311585484434,282
2016-01-16T01:35:59+00:00,0.7732044799896904,283
2016-01-16T01:38:01+00:00,1.286046189194522,284
2016-01-16T01:40:03+00:00,1.1975653509871407,285
2016-01-16T01:42:04+00:00,2.1129132426825734,286
2016-01-16T01:44:06+00:00,3.1100044485789766,287
2016-01-16T01:46:08+00:00,3.3685852427267093,288
2016-01-16T01:48:09+00:00,3.653917435685557,289
2016-01-16T01:50:11+00:00,3.6760873384354156,290
2016-01-16T01:52:12+00:00,3.3565465620707897,291
2016-01-16T01:54:14+00:00,3.4044838980935843,292
2016-01-16T01:56:15+00:00,3.2328802980779017,293
2016-01-16T01:58:17+00:00,3.319404467885427,294
2016-01-16T02:00:18+00:00,3.8009793764827258,295
2016-01-16T02:02:20+00:00,3.6009339876782107,296
2016-01-16T02:04:22+00:00,3.8039723051357726,297
2016-01-16T02:06:23+00:00,4.674641256689512,298
2016-01-16T02:08:25+00:00,4.878937957929853,299
2016-01-16T02:10:27+00:00,5.201855934884119,300
2016-01-16T02:12:28+00:00,5.395044481456846,301
2016-01-16T02:14:30+00:00,5.55649347188869,302
2016-01-16T02:16:31+00:00,5.8441284526311215,303
2016-01-16T02:18:33+00:00,4.889136751809076,304
2016-01-16T02:20:35+00:00,5.136869177096532,305
2016-01-16T02:22:37+00:00,4.379558792682847,306
2016-01-16T02:24:38+00:00,3.832263889449365,307
2016-01-16T02:26:40+00:00,4.34232291173695,308
2016-01-16T02:28:41+00:00,4.547427982279817,309
2016-01-16T02:30:43+00:00,3.8824828858527063,310
2016-01-16T02:32:44+00:00,2.8230034544574814,311
2016-01-16T02:34:46+00:00,3.671011606463125,312
2016-01-16T02:36:48+00:00,3.466961491445417,313
2016-01-16T02:38:50+00:00,3.7270981199875948,314
2016-01-16T02:40:51+00:00,3.2360551908107134,315
2016-01-16T02:42:52+00:00,3.6546040253461953,316
2016-01-16T02:44:54+00:00,3.8234187280088143,317
2016-01-16T02:46:55+00:00,3.923697596380208,318
2016-01-16T02:48:57+00:00,4.313170358346085,319
2016-01-16T02:50:59+00:00,4.422761197837641,320
2016-01-16T02:53:00+00:00,4.4843112700375265,321
2016-01-16T02:55:02+00:00,4.574501434852763,322
2016-01-16T02:57:04+00:00,4.5747890212769455,323
2016-01-16T02:59:05+00:00,4.412975707298145,324
2016-01-16T03:01:07+00:00,4.443055493690501,325
2016-01-16T03:03:09+00:00,4.387168847341275,326
2016-01-16T03:05:10+00:00,4.67699861250313,327
2016-01-16T03:07:12+00:00,4.417564824659756,328
2016-01-16T03:09:14+00:00,3.7635350898181876,329
2016-01-16T03:11:15+00:00,4.000187199735592,330
2016-01-16T03:13:17+00:00,4.018378994223255,331
2016-01-16T03:15:19+00:00,4.716308628428582,332
2016-01-16T03:17:20+00:00,5.029932161334447,333
2016-01-16T03:19:22+00:00,4.328512669231063,334
2016-01-16T03:21:24+00:00,4.007053026005902,335
2016-01-16T03:23:25+00:00,3.9425973400414236,336
2016-01-16T03:25:27+00:00,3.498850680664294,337
2016-01-16T03:27:29+00:00,2.79283378049141,338
2016-01-16T03:29:30+00:00,2.5905728033940214,339
2016-01-16T03:31:32+00:00,2.3366309700541983,340
2016-01-16T03:33:33+00:00,2.2675616489425003,341
2016-01-16T03:35:35+00:00,2.3558974565138797,342
2016-01-16T03:37:37+00:00,1.8836291962692755,343
2016-01-16T03:39:38+00:00,2.5617886403172996,344
2016-01-16T03:41:40+00:00,2.4430284054270253,345
2016-01-16T03:43:42+00:00,3.254622604201984,346
2016-01-16T03:45:43+00:00,4.018147530226933,347
2016-01-16T03:47:45+00:00,4.310703449531207,348
2016-01-16T03:49:46+00:00,5.549695150671564,349
2016-01-16T03:51:48+00:00,4.371676656409296,350
2016-01-16T03:53:50+00:00,4.1372131262983345,351
2016-01-16T03:55:51+00:00,5.198181723383698,352
2016-01-16T03:57:53+00:00,5.1723541031423,353
2016-01-16T03:59:54+00:00,5.434204043515841,354
2016-01-16T04:01:56+00:00,5.432859734554782,355
2016-01-16T04:03:57+00:00,5.4015328054622636,356
2016-01-16T04:05:59+00:00,5.831644307034022,357
2016-01-16T04:08:00+00:00,5.570611145531878,358
2016-01-16T04:10:02+00:00,4.754948714785467,359
2016-01-16T04:12:03+00:00,5.222447639626878,360
2016-01-16T04:14:05+00:00,4.1286635057094365,361
2016-01-16T04:16:07+00:00,4.103334876995675,362
2016-01-16T04:18:08+00:00,4.326464221132241,363
2016-01-16T04:20:10+00:00,3.849030096737824,364
2016-01-16T04:22:11+00:00,4.5549918463029435,365
2016-01-16T04:24:13+00:00,4.247876821376874,366
2016-01-16T04:26:15+00:00,4.329314345840601,367
2016-01-16T04:28:17+00:00,4.1588163309526465,368
2016-01-16T04:30:18+00:00,4.996829300902327,369
2016-01-16T04:32:20+00:00,5.63715199595077,370
2016-01-16T04:34:21+00:00,5.250138049627584,371
2016-01-16T04:36:23+00:00,4.625437613464246,372
2016-01-16T04:38:24+00:00,4.794928017054371,373
2016-01-16T04:40:26+00:00,4.369769011586296,374
