flux,no2,no2_err,o3,o3_err,start,stop
0.03,4.128950931342848,0.019311068457596597,2268.4344145312252,340.3148474885132,10,76
0.05,7.5183567270835105,0.025889941034118805,4660.560597742285,454.764160769127,88,130
0.1,8.224117448755585,0.02598022062786203,5867.741680868147,456.11586104474316,141,178
0.2,10.964776950142456,0.03105105733016321,8298.744558406628,543.3098151345979,190,217
0.3,11.137479329619726,0.029793176016784197,9462.327244013475,521.4155055913864,229,256
